,FB_VIX,S&P 500,原油,美元,道瓊,那斯達克,恒生,上證,日經,總確診,每日確診
2020-02-21,2.67,3337.75,53.38,30.2250,28992.41,9576.59,27308.81,3039.67,23386.74,76719.0,996.0
2020-02-24,2.97,3225.89,51.43,30.3870,27960.80,9221.28,26820.88,3031.23,23386.74,79339.0,527.0
2020-02-25,3.05,3128.21,49.90,30.3420,27081.36,8965.61,26893.23,3013.05,22605.41,80132.0,793.0
2020-02-26,3.44,3116.39,48.73,30.4130,26957.59,8980.78,26696.49,2987.93,22426.19,80997.0,865.0
2020-02-27,3.68,2978.76,46.80,30.2080,25766.64,8566.48,26778.62,2991.33,21948.23,82106.0,1109.0
2020-03-02,4.06,3090.23,44.76,30.1240,26703.32,8952.17,26291.68,2970.93,21344.08,89121.0,2079.0
2020-03-03,4.14,3003.37,46.75,29.8050,25917.41,8684.09,26284.82,2992.90,21082.73,90943.0,1822.0
2020-03-04,4.32,3130.12,47.18,29.7700,27090.86,9018.09,26222.07,3011.67,21100.06,93193.0,2250.0
2020-03-05,4.39,3023.94,46.78,29.7500,26121.28,8738.59,26767.87,3071.68,21329.12,95464.0,2271.0
2020-03-06,5.19,2972.37,45.90,29.8840,25864.78,8575.62,26146.67,3034.51,20749.75,98442.0,2978.0
2020-03-09,6.71,2746.56,41.28,29.9010,23851.02,7950.68,25040.46,2943.29,19698.76,110633.0,4145.0
2020-03-10,5.64,2882.23,31.13,29.9850,25018.16,8344.25,25392.51,2996.76,19867.12,115331.0,4698.0
2020-03-11,6.71,2741.38,34.36,29.7400,23553.22,7952.05,25231.61,2968.52,19416.06,120250.0,4919.0
2020-03-12,7.65,2480.64,32.98,30.0690,21200.62,7201.80,24309.07,2923.49,18559.63,127785.0,7535.0
2020-03-13,8.23,2711.02,32.93,29.9480,23185.62,7874.88,24032.91,2887.43,17431.05,136806.0,9021.0
2020-03-16,9.27,2386.13,31.73,30.1070,20188.52,6904.59,23063.57,2789.25,17002.04,171165.0,12357.0
2020-03-17,9.42,2529.19,28.70,30.2360,21237.38,7334.78,23263.73,2779.64,17011.53,184905.0,13740.0
2020-03-18,11.3,2398.10,27.33,30.0300,19898.92,6989.84,22291.82,2728.76,16726.55,201363.0,16458.0
2020-03-19,14.2,2409.39,20.83,30.1250,20087.19,7150.58,21709.13,2702.13,16552.83,221172.0,19809.0
2020-03-20,11.18,2304.92,25.91,30.3210,19173.98,6879.52,22805.07,2745.62,16552.83,251542.0,30370.0
2020-03-23,12.0,2237.40,24.49,30.2690,18591.93,6860.67,21696.13,2660.17,16887.78,350942.0,34000.0
2020-03-24,8.03,2447.33,24.49,30.2160,20704.91,7417.86,22663.49,2722.44,18092.35,393837.0,42895.0
2020-03-25,8.37,2475.56,24.19,30.1450,21200.55,7384.30,23527.19,2781.59,19546.63,434723.0,40886.0
2020-03-26,9.43,2630.07,23.00,30.2530,22552.17,7797.54,23352.34,2764.91,18664.60,486947.0,52224.0
2020-03-27,9.1,2541.47,21.84,30.1310,21636.78,7502.38,23484.28,2772.20,19389.43,547297.0,60350.0
2020-03-30,8.94,2626.65,20.46,30.1670,22327.48,7774.15,23175.11,2747.21,19084.97,732707.0,57810.0
2020-03-31,8.94,2584.59,20.24,30.0300,21917.16,7700.10,23603.48,2750.30,18917.01,796268.0,63561.0
2020-04-01,8.75,2470.50,21.20,30.2300,20943.51,7360.58,23085.79,2734.52,18065.41,868867.0,72599.0
2020-04-06,7.59,2663.68,26.80,30.2500,22679.99,7913.24,23749.12,2734.52,18576.30,1257241.0,68935.0
2020-04-07,7.69,2659.41,26.08,30.0800,22653.86,7887.26,24253.29,2820.76,18950.18,1329576.0,72335.0
2020-04-08,7.8,2749.98,26.33,30.0970,23433.57,8090.90,23970.37,2815.37,19353.24,1404566.0,74990.0
2020-04-09,7.83,2789.82,23.19,30.0670,23719.37,8153.58,24300.33,2825.90,19345.77,1489045.0,84479.0
2020-04-10,7.58,2789.82,23.19,30.0670,23719.37,8153.58,24300.33,2796.63,19498.50,1574850.0,85805.0
2020-04-13,7.67,2761.63,22.93,30.0260,23390.77,8192.42,24300.33,2783.05,19043.40,1816194.0,71254.0
2020-04-14,7.01,2846.06,20.86,29.8500,23949.76,8515.74,24435.40,2827.28,19638.81,1882211.0,66017.0
2020-04-15,6.75,2783.36,20.26,30.0210,23504.35,8393.18,24145.34,2811.17,19550.09,1958813.0,76602.0
2020-04-16,7.42,2799.55,19.95,29.9050,23537.68,8532.36,24006.45,2819.94,19290.20,2038561.0,79748.0
2020-04-17,7.05,2874.56,18.12,29.9370,24242.49,8650.14,24380.00,2838.50,19897.26,2121523.0,82962.0
2020-04-20,7.13,2823.16,-2.60,30.0350,23650.44,8560.73,24330.02,2852.55,19669.12,2355301.0,72143.0
2020-04-21,8.0,2736.56,9.06,30.0300,23018.88,8263.23,23793.55,2827.01,19280.78,2431261.0,75960.0
2020-04-22,8.36,2799.31,14.31,30.0960,23475.82,8495.38,23893.36,2843.98,19137.95,2516991.0,85730.0
2020-04-23,8.0,2797.80,17.09,30.0540,23515.26,8494.75,23977.32,2838.50,19429.44,2583279.0,66288.0
2020-04-24,8.18,2836.74,17.18,29.8550,23775.27,8634.52,23831.33,2808.53,19262.00,2660713.0,77434.0
2020-04-27,7.34,2878.48,12.44,30.0790,24133.78,8730.16,24280.14,2815.50,19783.22,2918082.0,83056.0
2020-04-28,7.04,2863.39,13.35,29.9130,24101.55,8607.73,24575.96,2810.02,19771.19,2983864.0,65782.0
2020-04-29,6.85,2939.51,16.01,29.8050,24633.86,8914.71,24643.59,2822.44,19771.19,3055429.0,71565.0
2020-04-30,6.48,2912.43,15.06,29.6300,24345.72,8889.55,24643.59,2860.08,20193.69,3133235.0,77806.0
2020-05-04,7.58,2842.74,19.78,29.8930,23749.76,8710.71,23613.80,2860.08,20193.69,3469241.0,78509.0
2020-05-05,7.17,2868.44,25.87,29.6100,23883.09,8809.12,23868.66,2860.08,20193.69,3546401.0,77160.0
2020-05-06,7.0,2848.42,26.49,29.6250,23664.64,8854.39,24137.48,2878.14,20193.69,3625588.0,79187.0
2020-05-07,7.01,2881.19,23.46,29.9970,23875.89,8979.66,23980.63,2871.52,19674.77,3715414.0,89826.0
2020-05-08,6.62,2929.80,24.63,29.7800,24331.32,9121.32,24230.17,2895.34,20179.09,3809599.0,94185.0
2020-05-11,6.23,2930.19,26.17,29.8400,24221.99,9192.34,24602.06,2894.80,20390.66,4066883.0,76989.0
2020-05-12,6.09,2870.12,25.16,29.8920,23764.78,9002.55,24245.68,2891.56,20366.48,4137915.0,71032.0
2020-05-13,6.53,2820.00,25.57,29.7880,23247.97,8863.17,24180.30,2898.05,20267.05,4223701.0,85786.0
2020-05-14,7.17,2852.50,27.73,29.8920,23625.34,8943.72,23829.74,2870.34,19914.78,4309652.0,85951.0
2020-05-15,6.83,2863.70,29.65,29.8760,23685.42,9014.56,23797.47,2868.46,20037.47,4406317.0,96665.0
2020-05-18,6.52,2953.91,33.23,29.9540,24597.37,9234.83,23934.77,2875.42,20133.73,4679764.0,81218.0
2020-05-19,6.24,2953.91,33.23,29.9400,24597.37,9234.83,23934.77,2875.42,20433.45,4766468.0,86704.0
