,FB_VIX,S&P 500,原油,美元,道瓊,那斯達克,恒生,上證,日經,總確診,每日確診
2017-01-03,20.04,2257.83,52.33,32.2640,19881.76,5429.08,22150.40,3135.92,,,
2017-01-04,18.92,2270.75,53.26,32.2270,19942.16,5477.00,22134.47,3158.79,19594.16,,
2017-01-05,18.07,2269.00,53.76,32.2290,19899.29,5487.94,22456.69,3165.41,19520.69,,
2017-01-06,17.84,2276.98,53.99,31.9430,19963.80,5521.06,22503.01,3154.32,19454.33,,
2017-01-09,17.69,2268.90,51.96,32.0410,19887.38,5531.82,22558.69,3171.24,19454.33,,
2017-01-10,17.67,2268.90,50.82,32.0030,19855.53,5551.82,22744.85,3161.67,19301.44,,
2017-01-11,17.6,2275.32,52.25,31.9290,19954.28,5563.65,22935.35,3136.75,19364.67,,
2017-01-12,17.3,2270.44,53.01,31.9140,19891.00,5547.49,22829.02,3119.29,19134.70,,
2017-01-13,17.08,2274.64,52.37,31.7060,19885.73,5574.12,22937.38,3112.76,19287.28,,
2017-01-16,17.22,2274.64,52.37,31.5820,19885.73,5574.12,22718.15,3103.43,19095.24,,
2017-01-17,17.16,2267.89,52.48,31.6810,19826.77,5538.73,22840.97,3108.77,18813.53,,
2017-01-18,16.79,2271.89,51.08,31.3510,19804.72,5555.65,23098.26,3113.01,18894.37,,
2017-01-19,16.93,2263.69,51.37,31.5790,19732.40,5540.08,23049.96,3101.30,19072.25,,
2017-01-20,17.09,2271.31,52.42,31.6130,19827.25,5555.33,22885.91,3123.14,19137.91,,
2017-01-23,16.6,2265.20,52.75,31.5230,19799.85,5552.94,22898.52,3136.77,18891.03,,
2017-01-24,16.15,2280.07,53.18,31.4120,19912.71,5600.96,22949.86,3142.55,18787.99,,
2017-02-02,15.39,2280.85,53.54,31.2810,19884.91,5636.20,23184.52,3142.55,18914.58,,
2017-02-03,15.38,2297.42,53.83,31.0800,20071.46,5666.77,23129.21,3140.17,18918.20,,
2017-02-06,14.86,2292.56,53.01,30.8520,20052.42,5663.55,23348.24,3156.98,18976.71,,
2017-02-07,14.92,2293.08,52.17,30.9220,20090.29,5674.22,23331.57,3153.09,18910.78,,
2017-02-08,14.99,2294.67,52.34,31.0300,20054.34,5682.45,23485.13,3166.98,19007.60,,
2017-02-09,14.94,2307.87,53.00,31.1110,20172.40,5715.18,23525.14,3183.18,18907.67,,
2017-02-10,14.64,2316.10,53.86,31.0400,20269.37,5734.13,23574.98,3196.70,19378.93,,
2017-02-13,14.2,2328.25,52.93,30.9520,20412.16,5763.96,23710.98,3216.84,19459.15,,
2017-02-14,13.87,2337.58,53.20,31.0100,20504.41,5782.57,23703.01,3217.93,19238.98,,
2017-02-15,13.08,2349.25,53.11,30.7550,20611.86,5819.44,23994.87,3212.99,19437.98,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-16,13.64,2347.22,53.36,30.7480,20619.77,5814.90,24107.70,3229.62,19347.53,,
2017-02-17,13.88,2351.16,53.40,30.7800,20624.05,5838.58,24033.74,3202.08,19234.62,,
2017-02-18,13.92,2351.16,53.40,30.7800,20624.05,5838.58,24033.74,3202.08,19234.62,,
2017-02-20,13.82,2351.16,53.40,30.9000,20624.05,5838.58,24146.08,3239.96,19251.08,,
2017-02-21,13.87,2365.38,54.06,30.7830,20743.00,5865.95,23963.63,3253.33,19381.44,,
2017-02-22,14.04,2362.82,53.59,30.7880,20775.60,5860.63,24201.96,3261.22,19379.87,,
2017-02-23,14.23,2363.81,54.45,30.7680,20810.32,5835.51,24114.86,3251.38,19371.46,,
2017-02-24,14.6,2367.34,53.99,30.7200,20821.76,5845.31,23965.70,3253.43,19283.54,,
2017-03-01,14.24,2395.96,53.83,30.6400,21115.55,5904.03,23776.49,3246.93,19393.54,,
2017-03-02,14.26,2381.92,52.61,30.7570,21002.97,5861.22,23728.07,3230.03,19564.80,,
2017-03-03,14.3,2383.12,53.33,30.7850,21005.71,5870.75,23552.72,3218.31,19469.17,,
2017-03-06,13.97,2375.31,53.20,30.9060,20954.34,5849.18,23596.28,3233.87,19379.14,,
2017-03-07,13.64,2368.39,53.14,30.9680,20924.76,5833.93,23681.07,3242.41,19344.15,,
2017-03-08,13.81,2362.98,50.28,30.8410,20855.73,5837.55,23782.27,3240.67,19254.03,,
2017-03-09,13.69,2364.87,49.28,30.8700,20858.19,5838.81,23501.56,3216.75,19318.58,,
2017-03-10,13.64,2372.60,48.49,31.0160,20902.98,5861.73,23568.67,3212.76,19604.61,,
2017-03-13,13.46,2373.47,48.40,31.0280,20881.48,5875.78,23829.67,3237.02,19633.75,,
2017-03-14,13.1,2365.45,47.72,30.9240,20837.37,5856.82,23827.95,3239.33,19609.50,,
2017-03-15,13.3,2385.26,48.86,30.9480,20950.10,5900.05,23792.85,3241.76,19577.38,,
2017-03-16,12.86,2381.38,48.75,30.5050,20934.55,5900.76,24288.28,3268.94,19590.14,,
2017-03-17,12.57,2378.25,48.78,30.6540,20914.62,5901.00,24309.93,3237.45,19521.59,,
2017-03-20,12.6,2373.47,48.22,30.5180,20905.86,5901.53,24501.99,3250.81,19521.59,,
2017-03-21,12.31,2344.02,47.34,30.5070,20668.01,5793.83,24593.12,3261.61,19455.88,,
2017-03-22,13.09,2348.45,48.04,30.4360,20661.30,5821.64,24320.41,3245.22,19041.38,,
2017-03-23,12.99,2345.96,47.70,30.4910,20656.58,5817.69,24327.70,3248.55,19085.31,,
2017-03-24,13.2,2343.98,47.97,30.4610,20596.72,5828.74,24358.27,3269.45,19262.53,,
2017-03-27,13.48,2341.59,47.73,30.3250,20550.98,5840.37,24193.70,3266.96,18985.59,,
2017-03-28,12.73,2358.57,48.37,30.2300,20701.50,5875.14,24345.87,3252.95,19202.87,,
2017-03-29,12.19,2361.13,49.51,30.1630,20659.32,5897.55,24392.05,3241.31,19217.48,,
2017-03-30,12.14,2368.06,50.35,30.2630,20728.49,5914.34,24301.09,3210.24,19063.22,,
2017-03-31,12.23,2362.72,50.60,30.2980,20663.22,5911.74,24111.59,3222.51,18909.26,,
2017-04-05,12.34,2352.95,51.15,30.4630,20648.15,5864.48,24400.80,3270.30,18861.27,,
2017-04-06,12.85,2357.49,51.70,30.3750,20662.95,5878.95,24273.72,3281.00,18597.06,,
2017-04-07,12.71,2355.54,52.24,30.5510,20656.10,5877.81,24267.30,3286.62,18664.63,,
2017-04-10,12.8,2357.16,53.08,30.5960,20658.02,5880.93,24262.18,3269.39,18797.88,,
2017-04-11,13.54,2353.78,53.40,30.6290,20651.30,5866.77,24088.46,3288.97,18747.87,,
2017-04-12,14.0,2344.93,53.11,30.6270,20591.86,5836.16,24313.50,3273.83,18552.61,,
2017-04-13,14.0,2328.95,53.18,30.3710,20453.25,5805.15,24261.66,3275.96,18426.84,,
2017-04-14,14.37,2328.95,53.18,30.3080,20453.25,5805.15,24261.66,3244.48,18335.63,,
2017-04-17,14.27,2349.01,52.65,30.3840,20636.92,5856.79,24261.66,3222.17,18355.26,,
2017-04-18,13.5,2342.19,52.41,30.3300,20523.28,5849.47,23924.54,3196.71,18418.59,,
2017-04-19,13.45,2338.17,50.44,30.3830,20404.49,5863.03,23825.88,3170.69,18432.20,,
2017-04-20,13.63,2355.84,50.27,30.4000,20578.71,5916.78,24056.98,3172.10,18430.49,,
2017-04-21,13.38,2348.69,49.62,30.3900,20547.76,5910.52,24042.02,3173.15,18620.75,,
2017-04-24,12.59,2374.15,49.23,30.3420,20763.89,5983.82,24139.48,3129.53,18875.88,,
2017-04-25,12.04,2388.61,49.56,30.2530,20996.12,6025.49,24455.94,3134.57,19079.33,,
2017-04-26,11.8,2387.45,49.62,30.1280,20975.09,6025.23,24578.43,3140.85,19289.43,,
2017-04-27,11.77,2388.77,48.97,30.1110,20981.33,6048.94,24698.48,3152.19,19251.87,,
2017-04-28,11.78,2384.20,49.33,30.1460,20940.51,6047.61,24615.13,3154.66,19196.74,,
2017-05-02,11.34,2391.17,47.66,30.1950,20949.89,6095.37,24696.13,3143.71,19445.70,,
2017-05-03,11.42,2388.13,47.82,30.0380,20957.90,6072.55,24696.13,3135.35,19445.70,,
2017-05-04,11.52,2389.52,45.52,30.0430,20951.47,6075.34,24683.88,3127.37,19445.70,,
2017-05-05,11.39,2399.29,46.22,30.1190,21006.94,6100.76,24476.35,3103.04,19445.70,,
2017-05-08,11.2,2399.38,46.43,30.1610,21012.28,6102.66,24577.91,3078.61,19895.70,,
2017-05-09,11.02,2396.92,45.88,30.1460,20975.78,6120.59,24889.03,3080.53,19843.00,,
2017-05-10,11.08,2399.63,47.33,30.2320,20943.11,6129.14,25015.42,3052.78,19900.09,,
2017-05-11,11.1,2394.44,47.83,30.2440,20919.42,6115.96,25125.55,3061.50,19961.55,,
2017-05-12,11.15,2390.90,47.84,30.1900,20896.61,6121.23,25156.34,3083.51,19883.90,,
2017-05-15,10.9,2402.32,48.85,30.1400,20981.94,6149.67,25371.59,3090.23,19869.85,,
2017-05-16,10.71,2400.67,48.66,30.0400,20979.75,6169.87,25335.94,3112.96,19919.82,,
2017-05-17,11.08,2357.03,49.07,30.0980,20606.93,6011.24,25293.63,3104.44,19814.88,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-18,12.11,2365.72,49.35,30.1160,20663.02,6055.13,25136.52,3090.14,19553.86,,
2017-05-19,12.18,2381.73,50.33,30.1980,20804.84,6083.70,25174.87,3090.63,19590.76,,
2017-05-22,11.26,2394.02,50.73,29.9950,20894.83,6133.62,25391.34,3075.68,19678.28,,
2017-05-23,11.02,2398.42,51.47,30.0340,20937.91,6138.71,25403.15,3061.95,19613.28,,
2017-05-24,11.02,2404.39,51.36,30.1340,21012.42,6163.02,25428.50,3064.08,19742.98,,
2017-05-25,10.7,2415.07,48.90,30.1570,21082.95,6205.26,25630.78,3107.83,19813.13,,
2017-05-26,10.68,2415.82,49.80,30.0610,21080.28,6210.19,25639.27,3110.06,19686.84,,
2017-05-31,10.49,2411.80,48.32,30.0980,21008.65,6198.52,25660.65,3117.18,19650.57,,
2017-06-01,10.46,2430.06,48.36,30.0810,21144.18,6246.83,25809.22,3102.62,19860.03,,
2017-06-02,10.22,2439.07,47.66,30.0920,21206.29,6305.80,25924.05,3105.54,20177.28,,
2017-06-03,10.34,2439.07,47.66,30.0920,21206.29,6305.80,25924.05,3105.54,20177.28,,
2017-06-05,10.3,2436.10,47.40,30.0930,21184.04,6295.68,25862.99,3091.66,20170.82,,
2017-06-06,10.41,2429.33,48.19,30.0680,21136.23,6275.06,25997.14,3102.13,19979.90,,
2017-06-07,10.51,2433.14,45.72,30.0740,21173.69,6297.38,25974.16,3140.32,19984.62,,
2017-06-08,10.45,2433.79,45.64,30.1650,21182.53,6321.76,26063.06,3150.33,19909.26,,
2017-06-09,10.25,2431.77,45.83,30.0860,21271.97,6207.92,26030.29,3158.40,20013.26,,
2017-06-12,10.49,2429.39,46.08,30.1730,21235.67,6175.46,25708.04,3139.88,19908.58,,
2017-06-13,10.38,2440.35,46.46,30.1550,21328.47,6220.37,25852.10,3153.74,19898.75,,
2017-06-14,10.16,2437.92,44.73,30.2050,21374.56,6194.89,25875.90,3130.67,19883.52,,
2017-06-15,10.23,2432.46,44.46,30.1980,21359.90,6165.50,25565.34,3132.49,19831.82,,
2017-06-16,10.16,2433.15,44.74,30.2290,21384.28,6151.76,25626.49,3123.17,19943.26,,
2017-06-19,10.06,2453.46,44.20,30.3220,21528.99,6239.01,25924.55,3144.37,20067.75,,
2017-06-20,9.86,2437.03,43.23,30.3560,21467.14,6188.03,25843.04,3140.01,20230.41,,
2017-06-21,9.98,2435.61,42.53,30.4700,21410.03,6233.95,25694.58,3156.21,20138.79,,
2017-06-22,10.03,2434.50,42.74,30.4420,21397.29,6236.69,25674.53,3147.45,20110.51,,
2017-06-23,9.93,2438.30,43.01,30.4270,21394.76,6265.25,25670.05,3157.87,20132.67,,
2017-06-26,9.75,2439.07,43.38,30.2440,21409.55,6247.15,25871.89,3185.44,20153.35,,
2017-06-27,9.6,2419.38,44.24,30.3130,21310.66,6146.62,25839.99,3191.20,20225.09,,
2017-06-28,10.03,2440.69,44.74,30.3800,21454.61,6234.41,25683.50,3173.20,20130.41,,
2017-06-29,9.63,2419.70,44.93,30.4160,21287.03,6144.35,25965.42,3188.06,20220.30,,
2017-06-30,9.97,2423.41,46.04,30.3530,21349.63,6140.42,25764.58,3192.43,20033.43,,
2017-07-03,9.97,2429.01,46.04,30.4170,21479.27,6110.06,25784.17,3195.91,20055.80,,
2017-07-04,10.18,2429.01,46.04,30.4170,21479.27,6110.06,25389.01,3182.80,20032.35,,
2017-07-05,10.15,2432.54,45.13,30.5110,21478.17,6150.86,25521.97,3207.13,20081.63,,
2017-07-06,10.15,2409.75,45.52,30.4850,21320.04,6089.46,25465.22,3212.44,19994.06,,
2017-07-07,10.48,2425.18,44.23,30.5780,21414.34,6153.08,25340.85,3217.96,19929.09,,
2017-07-10,10.18,2427.43,44.40,30.5880,21408.52,6176.39,25500.06,3212.63,20080.98,,
2017-07-11,10.12,2425.53,45.04,30.5880,21409.07,6193.30,25877.64,3203.04,20195.48,,
2017-07-12,10.02,2443.25,45.49,30.5700,21532.14,6261.17,26043.64,3197.54,20098.38,,
2017-07-13,9.78,2447.83,46.08,30.4650,21553.09,6274.44,26346.17,3218.16,20099.81,,
2017-07-14,9.72,2459.27,46.54,30.3610,21637.74,6312.47,26389.23,3222.42,20118.86,,
2017-07-17,9.5,2459.14,46.02,30.3440,21629.72,6314.43,26470.58,3176.47,20118.86,,
2017-07-18,9.47,2460.61,46.40,30.3970,21574.73,6344.31,26524.94,3187.57,19999.91,,
2017-07-19,9.34,2473.83,47.12,30.3510,21640.75,6385.04,26672.16,3230.98,20020.86,,
2017-07-20,9.2,2473.45,46.79,30.3770,21611.78,6390.00,26740.21,3244.86,20144.59,,
2017-07-21,9.16,2472.54,45.77,30.4230,21580.07,6387.75,26706.09,3237.98,20099.75,,
2017-07-24,9.19,2469.91,46.34,30.4310,21513.17,6410.81,26846.83,3250.60,19975.67,,
2017-07-25,9.08,2477.13,47.89,30.3390,21613.43,6412.17,26852.05,3243.69,19955.20,,
2017-07-26,9.09,2477.83,48.75,30.3430,21711.01,6422.75,26941.02,3247.68,20050.16,,
2017-07-27,9.01,2475.42,49.04,30.2470,21796.55,6382.19,27131.17,3249.78,20079.64,,
2017-07-28,9.41,2472.10,49.71,30.2320,21830.31,6374.68,26979.39,3253.24,19959.84,,
2017-07-31,9.3,2470.30,50.17,30.2420,21891.12,6348.12,27323.99,3273.03,19925.18,,
2017-08-01,9.29,2476.35,49.16,30.2000,21963.92,6362.94,27540.23,3292.64,19985.79,,
2017-08-02,9.17,2477.57,49.59,30.2360,22016.24,6362.65,27607.38,3285.06,20080.04,,
2017-08-03,9.23,2472.16,49.03,30.2320,22026.10,6340.34,27531.01,3272.93,20029.26,,
2017-08-04,8.88,2476.83,49.58,30.2040,22092.81,6351.56,27562.68,3262.08,19952.33,,
2017-08-07,8.69,2480.91,49.39,30.2030,22118.42,6383.77,27690.36,3279.46,20055.89,,
2017-08-08,8.66,2474.92,49.17,30.2140,22085.34,6370.46,27854.91,3281.87,19996.01,,
2017-08-09,9.0,2474.02,49.56,30.1810,22048.70,6352.33,27757.09,3275.57,19738.71,,
2017-08-10,9.15,2438.21,48.59,30.2020,21844.01,6216.87,27444.00,3261.75,19729.74,,
2017-08-11,10.57,2441.32,48.82,30.2900,21858.32,6256.56,26883.51,3208.54,19729.74,,
2017-08-14,10.05,2465.84,47.59,30.3320,21993.71,6340.23,27250.23,3237.36,19537.10,,
2017-08-15,9.11,2464.61,47.55,30.2820,21998.99,6333.01,27174.96,3251.26,19753.31,,
2017-08-16,9.18,2468.11,46.78,30.2840,22024.87,6345.11,27409.07,3246.45,19729.28,,
2017-08-17,9.15,2430.01,47.09,30.3430,21750.73,6221.91,27344.22,3268.43,19702.63,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-18,10.03,2425.55,48.51,30.2940,21674.51,6216.53,27047.57,3268.72,19470.41,,
2017-08-21,10.15,2428.37,47.37,30.3090,21703.75,6213.13,27154.68,3286.91,19393.13,,
2017-08-22,9.71,2452.51,47.64,30.3080,21899.89,6297.48,27401.67,3290.23,19383.84,,
2017-08-23,9.33,2444.04,48.41,30.2800,21812.09,6278.41,27401.67,3287.71,19434.64,,
2017-08-24,9.47,2438.97,47.43,30.2710,21783.40,6271.33,27518.60,3271.51,19353.77,,
2017-08-25,9.39,2443.05,47.87,30.2440,21813.67,6265.64,27848.16,3331.52,19452.61,,
2017-08-28,9.37,2444.24,46.57,30.1060,21808.40,6283.02,27863.29,3362.65,19449.90,,
2017-08-29,9.67,2446.30,46.44,30.1410,21865.37,6301.89,27765.01,3365.23,19362.55,,
2017-08-30,9.28,2457.59,45.96,30.1810,21892.43,6368.31,28094.61,3363.63,19506.54,,
2017-08-31,9.29,2471.65,47.23,30.1360,21948.10,6428.66,27970.30,3360.81,19646.24,,
2017-09-01,9.03,2476.55,47.29,30.1810,21987.56,6435.33,27953.16,3367.12,19691.47,,
2017-09-04,9.24,2476.55,47.29,30.1280,21987.56,6435.33,27740.26,3379.84,19508.25,,
2017-09-05,9.3,2457.85,48.66,30.0740,21753.31,6375.57,27741.35,3384.32,19385.81,,
2017-09-06,9.3,2465.54,49.16,30.0490,21807.64,6393.31,27613.76,3385.39,19357.97,,
2017-09-07,9.34,2465.10,49.09,30.0760,21784.78,6397.87,27522.92,3365.50,19396.52,,
2017-09-08,9.26,2461.43,47.48,30.0370,21797.79,6360.19,27668.47,3365.24,19274.82,,
2017-09-11,9.03,2488.11,48.07,29.9880,22057.37,6432.26,27955.13,3376.42,19545.77,,
2017-09-12,8.85,2496.48,48.23,30.0050,22118.86,6454.28,27972.24,3379.49,19776.62,,
2017-09-13,8.8,2498.37,49.30,30.0090,22158.18,6460.19,27894.08,3384.15,19865.82,,
2017-09-14,8.66,2495.62,49.89,30.0370,22203.48,6429.08,27777.20,3371.43,19807.44,,
2017-09-15,8.67,2500.23,49.89,30.0870,22268.34,6448.47,27807.59,3353.62,19909.50,,
2017-09-18,8.41,2503.87,49.91,30.0540,22331.35,6454.64,28159.77,3362.86,19909.50,,
2017-09-19,8.29,2506.65,49.48,30.0920,22370.80,6461.32,28051.41,3356.84,20299.38,,
2017-09-20,8.3,2508.24,50.41,30.1140,22412.59,6456.04,28127.80,3366.00,20310.46,,
2017-09-21,8.25,2500.60,50.55,30.1210,22359.23,6422.69,28110.33,3357.81,20347.48,,
2017-09-22,8.49,2502.22,50.66,30.1890,22349.59,6426.92,27880.53,3352.53,20296.45,,
2017-09-25,8.32,2496.66,52.22,30.1630,22296.09,6370.59,27500.34,3341.55,20397.58,,
2017-09-26,8.24,2496.84,51.88,30.2040,22284.32,6380.16,27513.01,3343.58,20330.19,,
2017-09-27,8.03,2507.04,52.14,30.1970,22340.71,6453.26,27642.43,3345.27,20267.05,,
2017-09-28,7.97,2510.06,51.56,30.2840,22381.20,6453.45,27421.60,3339.64,20363.11,,
2017-09-29,7.8,2519.36,51.67,30.3660,22405.09,6495.96,27554.30,3348.94,20356.28,,
2017-09-30,7.61,2519.36,51.67,30.3660,22405.09,6495.96,27554.30,3348.94,20356.28,,
2017-10-02,7.58,2529.12,50.58,30.3130,22557.60,6516.72,27554.30,3348.94,20400.78,,
2017-10-03,7.42,2534.58,50.42,30.4420,22641.67,6531.71,28173.21,3348.94,20614.07,,
2017-10-05,7.42,2552.07,50.79,30.4260,22775.39,6585.36,28173.21,3348.94,20628.56,,
2017-10-06,7.21,2549.33,49.29,30.3320,22773.67,6590.18,28458.04,3348.94,20690.71,,
2017-10-11,7.13,2555.24,51.30,30.3570,22872.89,6603.55,28389.57,3388.28,20881.27,,
2017-10-12,7.03,2550.93,50.60,30.2120,22841.01,6591.51,28459.03,3386.10,20954.72,,
2017-10-13,6.96,2553.17,51.45,30.1920,22871.72,6605.80,28476.43,3390.52,21155.18,,
